id,delinq_2yrs,earliest_cr_line,inq_last_6mths,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,Profit
652611,0,1986-09-01,1,22045,0.643,25,36542.25,36258.98,25000,11542.25,0,0,2015-07-01,2909.93,11542.25
653378,0,1994-09-01,1,25353,0.628,38,9517.47,9473.24,7703,1814.21,0,0,2013-06-01,47.69,1814.21
654586,0,1988-12-01,1,13697,0.652,32,21124.43,21089.22,15000,6124.43,0,0,2014-10-01,5575.83,6124.43
655533,0,1999-04-01,1,15196,0.485,29,20436.7,20436.7,15000,5436.7,0,0,2014-05-01,6926.57,5436.7
658843,0,2001-09-01,1,5116,0.213,18,6735.11,6735.11,6000,735.11,0,0,2014-02-01,205.24,735.11
659597,0,2001-03-01,1,8992,0.825,13,18410.27,18379.89,15150,3260.27,0,0,2013-07-01,521.56,3260.27
660157,0,2000-04-01,1,10580,0.545,21,4579.41,4579.41,2638,1941.91,0,0,2012-11-01,32.4,1941.91
661230,0,2000-08-01,1,310,0.166,16,24424.58,24363.52,20000,4424.58,0,0,2013-09-01,3997.45,4424.58
661748,0,1994-05-01,1,9154,0.414,37,7146.54,7146.54,6400,746.54,0,0,2012-08-01,2521.74,746.54
667298,0,1991-03-01,1,14538,0.14,34,13323.1,13305.39,12000,1323.1,0,0,2014-03-01,381.89,1323.1
667593,0,1997-11-01,1,3260,0.776,30,9036.25,8979.77,8000,1036.25,0,0,2012-12-01,3656.23,1036.25
668218,0,1999-10-01,1,2757,0.2,10,5096.2,5096.2,4500,596.2,0,0,2012-04-01,3121.68,596.2
668535,0,2002-02-01,1,2418,0.242,14,6422.07,6422.07,6000,422.07,0,0,2012-04-01,4191.44,422.07
670353,0,1990-08-01,1,5967,0.649,30,17178.59,17178.59,12000,5178.59,0,0,2015-08-01,1988.92,5178.59
674232,0,1997-06-01,1,21690,0.732,19,9373.59,9373.59,7600,1773.59,0,0,2014-03-01,289.37,1773.59
676161,0,1993-09-01,1,679,0.051,16,2622.95,2622.95,2500,122.95,0,0,2011-12-01,2004.65,122.95
680061,0,1995-05-01,1,3085,0.396,15,3680.63,3649.96,3000,680.63,0,0,2014-03-01,108.97,680.63
680174,0,2000-11-01,1,14718,0.491,24,17267.11,17267.11,14000,3267.11,0,0,2014-03-01,516.53,3267.11
680191,0,1998-06-01,1,5080,0.391,27,13541.04,13541.04,9200,4341.04,0,0,2016-03-01,225.33,4341.04
681637,0,2003-10-01,1,459,0.046,12,6424.17,6424.17,5000,1424.17,0,0,2014-12-01,1647.77,1424.17
683109,0,1997-04-01,1,61806,0.785,63,7769.72,7769.72,6400,1369.72,0,0,2014-03-01,220.54,1369.72
683411,0,1995-07-01,1,10761,0.945,35,30635.29,30635.29,20000,10635.28,0,0,2016-03-01,509.87,10635.28
684004,0,2002-12-01,1,4486,0.54,24,8591.17,8561.34,7200,1391.17,0,0,2012-12-01,3635.92,1391.17
684790,0,1999-11-01,1,883,0.34,10,7176.13,7176.13,5000,2176.13,0,0,2014-10-01,2000.73,2176.13
686168,0,1993-09-01,1,5291,0.557,18,13617.26,13617.26,12000,1617.26,0,0,2012-04-01,10322.89,1617.26
686232,0,2002-12-01,1,10374,0.643,24,11470.72,11470.72,9600,1870.72,0,0,2012-07-01,7981.25,1870.72
688845,0,1996-10-01,1,2696,0.842,24,2670.77,2670.77,2200,470.77,0,0,2014-03-01,79.22,470.77
688924,0,1992-12-01,1,23043,0.431,36,12750.4,12715.94,9250,3500.4,0,0,2016-03-01,212.31,3500.4
690606,0,1996-09-01,1,0,0.2841,21,9490.46,9487.85,8000,1490.46,0,0,2012-11-01,827.01,1490.46
690871,0,1993-12-01,1,8987,0.686,13,42309.16,40216,30000,12309.16,0,0,2014-03-01,15967.62,12309.16
692136,0,1986-04-01,1,9137,0.169,29,22474.63,22474.63,22000,474.63,0,0,2011-05-01,21736.86,474.63
692288,0,1996-06-01,1,12385,0.391,36,44778.27,44778.27,35000,9778.27,0,0,2014-03-01,1311.13,9778.27
692332,0,1997-02-01,1,9726,0.72,19,43570.55,42232.3,28000,15570.55,0,0,2016-03-01,725.34,15570.55
693845,0,1995-11-01,1,9332,0.639,35,17419.9,17390.87,15000,2419.9,0,0,2013-04-01,5664.29,2419.9
703226,0,2000-11-01,1,3266,0.76,21,5449.62,5449.62,2937,2512.92,0,0,2013-09-01,41.62,2512.92
704395,0,2000-06-01,1,12289,0.783,7,17267.11,17205.45,14000,3267.11,0,0,2014-04-01,518.84,3267.11
708209,0,2002-04-01,1,9768,0.158,38,16443.4,16443.4,12000,4443.4,0,0,2015-08-01,2408.08,4443.4
709259,0,2000-01-01,1,3367,0.91,16,2271,2271,1555,716.05,0,0,2012-02-01,227.31,716.05
709539,0,1997-01-01,1,9991,0.46,19,6283.28,6283.28,5600,683.28,0,0,2012-09-01,3369.23,683.28
710390,0,2000-10-01,1,1335,0.138,25,5137.51,5137.51,5000,137.51,0,0,2011-07-01,4921.42,137.51
711105,0,2004-01-01,1,4728,0.801,18,6162.16,6162.16,5000,1162.16,0,0,2014-03-01,330.74,1162.16
711545,0,1994-03-01,1,4416,0.222,24,5833.2,5833.2,4861,971.71,0,0,2013-10-01,194.65,971.71
711583,0,2000-02-01,1,7114,0.641,22,6868.84,6868.84,6000,868.84,0,0,2012-09-01,3661.85,868.84
712738,0,2001-11-01,1,775,0.194,8,6862.96,6862.96,6000,862.96,0,0,2012-07-01,4003.58,862.96
712914,0,1993-01-01,1,33697,0.637,27,2971.68,2971.68,2564,407.55,0,0,2013-04-01,124.04,407.55
713063,0,1995-07-01,1,8459,0.191,30,28027.76,21376.48,20000,8027.76,0,0,2016-04-01,467.09,8027.76
714567,0,1987-09-01,1,4263,0.048,49,15825.51,15825.51,15000,825.51,0,0,2011-11-01,109.99,825.51
715657,0,1995-07-01,1,16692,0.978,40,6205.17,6205.17,5000,1205.17,0,0,2013-09-01,1333.01,1205.17
716059,0,1995-12-01,1,2920,0.584,25,24537.94,24537.94,20000,4537.94,0,0,2014-04-01,711.11,4537.94
716092,0,1973-01-01,1,3879,0.626,15,10624.21,10624.21,9000,1624.21,0,0,2014-04-01,340.37,1624.21
717358,0,2001-11-01,1,0,0,13,13980.31,13980.31,10800,3180.31,0,0,2013-10-01,2647.09,3180.31
719148,0,1996-09-01,1,13981,0.364,30,43440.47,43440.47,30000,13440.47,0,0,2016-05-01,1.67,13440.47
720152,0,2000-10-01,1,13289,0.633,34,8683.51,8683.51,7600,1083.51,0,0,2014-02-01,807.49,1083.51
720193,0,1997-05-01,1,1529,0.163,25,1163.79,1163.79,1000,163.79,0,0,2013-11-01,191.17,163.79
721179,0,1986-09-01,1,5205,0.134,39,11680.57,11680.57,10000,1680.57,0,0,2014-01-01,225.13,1680.57
722022,0,1987-07-01,1,13396,0.441,27,25110.49,25077.79,19200,5910.49,0,0,2016-04-01,418.4,5910.49
723035,0,1991-11-01,1,0,0.2192,35,2806.18,2806.18,2500,306.18,0,0,2014-04-01,91.17,306.18
723436,0,2000-04-01,1,12487,0.937,21,8905.11,8905.11,8000,905.11,0,0,2012-09-01,1688.89,905.11
725667,0,1992-08-01,1,5871,0.691,26,5956.14,5956.14,5100,856.14,0,0,2014-05-01,169.37,856.14
725780,0,1992-04-01,1,4720,0.139,26,12697.8,12697.8,12000,697.8,0,0,2011-11-01,10354.23,697.8
727109,0,2002-03-01,1,3693,0.839,17,3661.31,3661.31,3000,661.31,0,0,2014-05-01,110.23,661.31
729381,0,1997-06-01,1,8434,0.897,17,6727.41,6727.41,5500,1227.41,0,0,2014-01-01,923.76,1227.41
732310,0,2001-11-01,1,5624,0.611,18,6991.59,6991.59,6000,991.59,0,0,2014-01-01,964.12,991.59
732552,0,2003-06-01,1,4232,0.55,7,20259.53,20259.53,17500,2759.53,0,0,2012-08-01,14602.22,2759.53
734060,0,1999-03-01,1,6320,0.537,26,19136.3,19136.3,13000,6136.3,0,0,2015-06-01,1559.12,6136.3
735036,0,2004-09-01,1,8777,0.975,13,20481.74,20385.89,19125,1356.74,0,0,2011-09-01,18914.72,1356.74
738158,0,1993-10-01,1,6060,0.859,15,4247.74,4247.74,3500,747.74,0,0,2014-04-01,242.39,747.74
738174,0,1997-12-01,1,103323,0.211,37,14489.02,14126.79,13000,1489.02,0,0,2014-01-01,2003.46,1489.02
739010,0,1994-02-01,1,5777,0.485,23,20939.14,20939.14,14000,6939.14,0,0,2016-05-01,348.13,6939.14
739106,0,1994-02-01,1,9171,0.539,21,27340.47,27244.21,20000,7340.47,0,0,2016-05-01,455.35,7340.47
739735,0,1998-06-01,1,5103,0.646,25,7377.18,7377.18,5600,1777.18,0,0,2014-10-01,32.94,1777.18
740694,0,1993-03-01,1,28800,0.679,31,3910.96,3910.96,3500,410.96,0,0,2012-05-01,2607.66,410.96
740866,0,1996-01-01,1,11636,0.374,26,13772.5,13772.5,11200,2572.5,0,0,2014-06-01,329.95,2572.5
741781,0,2006-10-01,1,7527,0.4,18,2262.48,2262.48,1453,809.82,0,0,2012-01-01,283.2,809.82
742124,0,2000-08-01,1,1251,0.09,25,5772.57,5772.57,5000,772.58,0,0,2012-09-01,10.63,772.58
742945,0,1994-11-01,1,4984,0.375,33,5038.45,5038.45,4500,538.45,0,0,2014-05-01,157.66,538.45
744414,0,1996-01-01,1,6081,0.751,37,8463.7,8463.7,6000,2463.7,0,0,2015-08-01,1367.84,2463.7
745634,0,1998-05-01,1,59318,0.751,38,14141.07,14141.07,12000,2141.07,0,0,2014-05-01,437.16,2141.07
746698,0,1999-12-01,1,17784,0.429,42,32965.35,32882.94,20000,12965.35,0,0,2016-05-01,548.98,12965.35
747146,0,2004-04-01,1,7963,0.971,15,4268.37,4268.37,4200,68.37,0,0,2011-06-01,4268.67,68.37
748190,0,1999-10-01,1,7855,0.77,61,13963.76,13963.76,12025,1938.76,0,0,2012-06-01,10468.83,1938.76
748447,0,2003-07-01,1,3160,0.208,29,19474.05,19433.48,12000,7474.05,0,0,2016-05-01,323.83,7474.05
748487,0,1996-01-01,1,195,0.089,21,6186.93,6186.93,5175,1011.93,0,0,2014-06-01,172.92,1011.93
749033,0,2001-08-01,1,2355,0.123,30,33711.71,33180.85,23286,10426.19,0,0,2016-05-01,562.01,10426.19
749199,0,1995-08-01,1,9047,0.73,27,14530.21,14530.21,13200,1330.21,0,0,2012-03-01,10885.1,1330.21
749748,0,1990-06-01,1,62060,0.689,31,43820.29,43820.29,35000,8820.29,0,0,2014-06-01,1284.25,8820.29
751767,0,2000-02-01,1,2947,0.499,13,5114.77,5114.77,3600,1514.77,0,0,2016-05-01,85.02,1514.77
752500,0,1997-12-01,1,12564,0.238,50,17574.2,17574.2,15000,2574.2,0,0,2014-06-01,510.41,2574.2
753703,0,1998-06-01,1,1347,0.561,29,7394.75,7394.75,7000,394.75,0,0,2011-10-01,6873.7,394.75
754734,0,2001-01-01,1,2944,0.109,24,12316.23,12288.24,11000,1316.23,0,0,2014-06-01,381.44,1316.23
755745,0,1995-01-01,1,16940,0.694,32,11674.66,11674.66,10000,1674.66,0,0,2014-01-01,1927.64,1674.66
755769,0,1995-11-01,1,7345,0.644,21,21668.08,21637.98,18000,3668.08,0,0,2012-08-01,15636.22,3668.08
758242,0,1987-06-01,1,6686,0.868,18,7328.92,7328.92,6000,1328.92,0,0,2014-06-01,223.99,1328.92
759684,0,1999-08-01,1,15830,0.838,16,4397.38,4397.38,3600,797.38,0,0,2014-06-01,131.09,797.38
761698,0,1997-08-01,1,22859,0.85,18,2433.12,2433.12,2000,433.12,0,0,2013-10-01,592.27,433.12
762898,0,1997-01-01,1,10662,0.258,38,13255.16,13255.16,11750,1505.16,0,0,2013-07-01,4310.56,1505.16
762950,0,2003-01-01,1,1184,0.304,14,5821.47,5821.47,4800,1021.47,0,0,2014-06-01,170.64,1021.47
765368,0,2000-01-01,1,268,0.046,13,1330.29,1330.29,1071,258.86,0,0,2013-09-01,49.46,258.86
766131,0,1996-02-01,1,5758,0.677,17,23361.13,23321.93,14900,8461.13,0,0,2015-11-01,2966.73,8461.13
768181,0,2000-05-01,1,1309,0.177,18,7272.06,7272.06,6400,872.06,0,0,2014-06-01,220.86,872.06
769930,0,2002-04-01,1,8437,0.907,32,5683.81,5683.81,2452,3231.95,0,0,2013-01-01,37.08,3231.95
776098,0,2002-06-01,1,5628,0.563,17,3490.45,3490.45,3000,490.45,0,0,2012-09-01,2025.34,490.45
776440,0,1993-10-01,1,17719,0.76,34,4498.84,4498.84,3600,898.84,0,0,2012-12-01,2932.35,898.84
777855,0,1988-05-01,1,21401,0.659,32,22870.42,22836.89,17050,5820.42,0,0,2013-04-01,13200.66,5820.42
778172,0,2003-03-01,1,1815,0.13,15,2716.8,2716.8,2400,316.8,0,0,2013-02-01,1518.83,316.8
778440,0,1995-11-01,1,41329,0.618,39,4165.28,4165.28,1959,2206.06,0,0,2012-09-01,33.74,2206.06
779039,0,1999-04-01,1,5475,0.193,20,6711,6711,6000,711,0,0,2014-06-01,203.81,711
779812,0,2000-05-01,1,4563,0.241,24,12189.77,12158.59,9775,2414.77,0,0,2013-10-01,6222.65,2414.77
781666,0,1989-12-01,1,30723,0.619,28,8503.05,8503.05,7200,1303.05,0,0,2014-06-01,237.11,1303.05
782425,0,1999-07-01,1,877,0.285,21,1977.95,1977.95,1585,392.65,0,0,2012-07-01,152.42,392.65
782440,0,1992-05-01,1,35178,0.503,34,34644.77,34615.9,30000,4644.77,0,0,2012-09-01,21019.02,4644.77
785759,0,1986-03-01,1,12262,0.929,22,3560.85,3560.85,3000,560.85,0,0,2014-07-01,110.11,560.85
786070,0,2004-04-01,1,10822,0.591,25,9334.71,9334.71,8000,1334.71,0,0,2013-06-01,3491.91,1334.71
786784,0,1990-04-01,1,2789,0.418,40,30090.56,30016.08,20200,9890.56,0,0,2014-08-01,10741.49,9890.56
787499,0,1996-04-01,1,2645,0.051,22,39558.66,39558.66,35000,4558.66,0,0,2012-08-01,30015.05,4558.66
790332,0,2006-05-01,1,2898,0.315,10,13775.07,13746.37,12000,1775.07,0,0,2013-02-01,6602.68,1775.07
790482,0,1993-01-01,1,32736,0.902,40,12470.75,12470.75,10000,2470.75,0,0,2014-08-01,708.79,2470.75
791433,0,1986-08-01,1,20364,0.592,29,10016.03,10016.03,8000,2016.03,0,0,2014-07-01,309.1,2016.03
791573,0,1994-02-01,1,72388,0.444,31,8961.54,8931.86,7550,1411.54,0,0,2014-07-01,270.03,1411.54
792034,0,1997-02-01,1,15214,0.975,42,7987.72,7987.72,3904,4083.64,0,0,2013-09-01,307.28,4083.64
796295,0,2000-07-01,1,5692,0.407,26,8098.98,8098.98,6400,1698.98,0,0,2014-07-01,249.2,1698.98
796676,0,1999-01-01,1,6263,0.401,27,10512.18,10512.18,8099,2413.51,0,0,2013-01-01,584.42,2413.51
796929,0,1996-03-01,1,1609,0.264,30,4700.41,4700.41,4000,700.41,0,0,2012-12-01,2486.34,700.41
798375,0,2001-07-01,1,7804,0.661,12,6916.9,6916.9,5750,1166.9,0,0,2013-12-01,1500.99,1166.9
798929,0,1994-02-01,1,7988,0.395,47,5168.73,5168.73,5000,168.73,0,0,2012-02-01,423.27,168.73
800228,0,1989-11-01,1,29788,0.931,7,8268.94,8268.94,6800,1468.94,0,0,2014-02-01,1381.14,1468.94
800359,0,2005-08-01,1,3988,0.21,9,1302.46,1302.46,1100,202.46,0,0,2013-11-01,316.51,202.46
801554,0,1990-04-01,1,2935,0.427,41,14516.58,14362.81,11800,2716.58,0,0,2014-07-01,437.49,2716.58
801771,0,2004-08-01,1,13041,0.966,18,12510.05,12510.05,9600,2910.05,0,0,2014-03-01,1724.56,2910.05
803964,0,2005-10-01,1,6434,0.545,32,9106.96,9106.96,7000,2106.96,0,0,2013-06-01,5208.3,2106.96
804002,0,1975-12-01,1,5578,0.511,33,1424.53,1424.53,1400,24.53,0,0,2011-09-01,1379.53,24.53
804141,0,1990-02-01,1,35723,0.886,24,15733.22,15733.22,12500,3233.22,0,0,2014-02-01,2581.65,3233.22
804154,0,1997-07-01,1,20498,0.486,34,22396.52,22396.52,18000,4396.52,0,0,2014-07-01,648.33,4396.52
805279,0,1996-05-01,1,5549,0.76,24,1365.56,1365.56,572,793.66,0,0,2011-12-01,342.74,793.66
805342,0,2000-10-01,1,12573,0.702,28,1465.87,1465.87,957,508.91,0,0,2012-02-01,209.82,508.91
806504,0,1993-10-01,1,29669,0.639,41,7299.79,7299.79,6150,1149.79,0,0,2014-07-01,217.77,1149.79
810849,0,2000-08-01,1,2133,0.088,18,7995.6,7995.6,6000,1995.6,0,0,2015-03-01,17.57,1995.6
811065,0,1997-02-01,1,7586,0.903,30,13452.74,13452.74,12000,1452.74,0,0,2012-04-01,11082.61,1452.74
811646,0,1993-01-01,1,8939,0.596,27,10699.27,10699.27,9000,1699.27,0,0,2014-01-01,2033.73,1699.27
814373,0,1997-11-01,1,11448,0.479,28,2668.15,2668.15,2200,468.15,0,0,2014-08-01,77.43,468.15
815170,0,1999-03-01,1,2758,0.811,45,1212.12,1212.12,742,469.99,0,0,2012-03-01,173.51,469.99
815350,0,1983-01-01,1,101423,0.642,32,11512.41,11512.41,11200,312.41,0,0,2011-10-01,11116.19,312.41
816954,0,2006-02-01,1,0,0,10,7155.55,7155.55,6400,755.55,0,0,2013-02-01,3655.76,755.55
817611,0,1997-10-01,1,3955,0.46,18,11112.65,11112.65,7800,3312.65,0,0,2015-05-01,2793.9,3312.65
821358,0,1996-12-01,1,19017,0.3,61,10280.85,10280.85,8000,2280.85,0,0,2015-06-01,2465.09,2280.85
821790,0,1996-01-01,1,5259,0.358,26,14346.48,14346.48,12000,2346.48,0,0,2014-08-01,400.22,2346.48
821828,0,1998-05-01,1,5968,0.368,36,19093.17,19093.17,16000,3093.17,0,0,2013-08-01,6639.16,3093.17
822329,0,2004-10-01,1,16902,0.983,15,4550.24,4550.24,3500,1050.24,0,0,2014-04-01,385.04,1050.24
823848,0,1999-07-01,1,278,0.022,22,19662.27,19654.47,15000,4662.27,0,0,2013-12-01,9851.21,4662.27
826175,0,1991-01-01,1,12493,0.415,21,2295.29,2295.29,2050,245.29,0,0,2014-08-01,71.31,245.29
826896,0,1999-01-01,1,4409,0.204,30,12269.54,12222.38,9600,2669.54,0,0,2015-03-01,3518.1,2669.54
829192,0,2002-07-01,1,1277,0.412,20,17972.63,17972.63,13000,4972.63,0,0,2014-11-01,423.64,4972.63
829828,0,1994-10-01,1,14973,0.7,19,11833.71,11833.71,9400,2433.71,0,0,2014-08-01,346.57,2433.71
831179,0,1994-02-01,1,10958,0.311,20,3293.39,3293.39,3000,293.39,0,0,2013-08-01,1165.83,293.39
832200,0,2001-02-01,1,7853,0.205,21,16897.79,16897.79,15000,1897.79,0,0,2013-11-01,4616.82,1897.79
832234,0,1995-10-01,1,5760,0.198,20,3946.65,3946.65,3325,621.65,0,0,2014-08-01,118.68,621.65
832563,0,1995-09-01,1,11129,0.504,38,28487.09,28309.05,24000,4487.09,0,0,2014-08-01,825.94,4487.09
836799,0,2000-05-01,1,22598,0.868,16,8794.77,8764.23,7200,1594.77,0,0,2014-08-01,275.74,1594.77
837248,0,1991-09-01,1,5577,0.393,35,29290.36,29231.78,25000,4290.36,0,0,2014-08-01,836.48,4290.36
837814,0,1992-04-01,1,7559,0.54,25,8607.9,8607.9,7200,1407.9,0,0,2014-09-01,240.69,1407.9
838047,0,1993-08-01,1,96458,0.726,37,12122.35,12122.35,10000,2122.35,0,0,2014-07-01,368.22,2122.35
838457,0,1987-10-01,1,21408,0.738,54,18663.3,18631.83,14825,3838.3,0,0,2014-08-01,555.28,3838.3
839789,0,1992-09-01,1,18258,0.235,39,23990.61,20315.61,21000,2990.61,0,0,2013-02-01,12136.96,2990.61
840046,0,1984-09-01,1,2260,0.167,29,2171.24,2171.24,2000,171.24,0,0,2014-07-01,126.62,171.24
840785,0,2000-01-01,1,3139,0.848,9,10333.77,10333.77,8400,1933.77,0,0,2014-08-01,309.51,1933.77
841032,0,1998-05-01,1,14137,0.592,23,20113.55,20113.55,18000,2113.55,0,0,2012-09-01,13413.55,2113.55
842865,0,1993-10-01,1,4358,0.427,26,10089.17,9911.13,8500,1589.17,0,0,2014-08-01,306.8,1589.17
844008,0,1997-05-01,1,18543,0.745,36,8587.7,8587.7,8000,587.7,0,0,2012-04-01,6728.77,587.7
844352,0,2000-10-01,1,6696,0.475,26,13383.13,13383.13,13000,383.13,0,0,2011-11-01,12520.64,383.13
846616,0,1998-06-01,1,3135,0.615,10,3705.7,3705.7,3000,705.7,0,0,2014-05-01,266.71,705.7
849784,0,1993-01-01,1,25004,0.674,16,6973.88,6973.88,6500,473.88,0,0,2012-10-01,4352.03,473.88
850015,0,1994-12-01,1,4084,0.95,14,15846.41,15808.32,10400,5446.41,0,0,2015-02-01,4781.19,5446.41
850365,0,1990-08-01,1,13598,0.917,15,4479.27,4479.27,3600,879.27,0,0,2014-09-01,133.03,879.27
852681,0,1994-04-01,1,10989,0.421,30,11592.62,11592.62,10000,1592.62,0,0,2013-12-01,3147.16,1592.62
852921,0,1994-12-01,1,17418,0.979,20,3001.68,3001.68,2400,601.68,0,0,2014-07-01,252.25,601.68
853010,0,2004-09-01,1,2311,0.392,11,13790.03,13790.03,11600,2190.03,0,0,2014-02-01,2619.72,2190.03
853525,0,1998-10-01,1,7815,0.888,28,6891.64,6891.64,6000,891.64,0,0,2013-07-01,2788.72,891.64
853861,0,1995-07-01,1,18680,0.724,44,21785.94,21785.94,17000,4785.94,0,0,2014-09-01,654.35,4785.94
856289,0,1987-11-01,1,9636,0.592,24,8966.51,8966.51,7500,1466.51,0,0,2014-09-01,250.35,1466.51
858551,0,1973-12-01,1,28288,0.43,21,14197.09,14197.09,12000,2197.09,0,0,2013-09-01,3910.35,2197.09
859467,0,2005-10-01,1,5392,0.355,19,12436.02,12436.02,10500,1936.02,0,0,2014-09-01,379.27,1936.02
862154,0,1987-12-01,1,47058,0.82,30,31182.28,31143.25,19975,11207.28,0,0,2015-04-01,8516.36,11207.28
862932,0,1999-02-01,1,8773,0.975,7,10651.75,10651.75,8400,2251.75,0,0,2014-02-01,2312.84,2251.75
863063,0,2001-10-01,1,320,0.091,16,4824.01,4824.01,4200,624.01,0,0,2013-07-01,1948.89,624.01
863743,0,2000-10-01,1,9000,0.726,16,27436.24,27436.24,20000,7436.24,0,0,2014-01-01,13845.15,7436.24
864846,0,1998-06-01,1,0,0,15,8760.66,8760.66,5600,3160.66,0,0,2015-12-01,1390.16,3160.66
866520,0,1988-06-01,1,42211,0.55,25,3805.02,3805.02,2800,1005.02,0,0,2016-02-01,492.62,1005.02
866837,0,1998-06-01,1,11589,0.618,25,12128.02,12128.02,10000,2128.02,0,0,2014-09-01,351,2128.02
867207,0,2000-12-01,1,5170,0.488,23,6599.16,6599.16,6000,599.16,0,0,2013-03-01,3391.56,599.16
870504,0,2004-02-01,1,106,0.018,9,2898.51,2898.51,2800,98.51,0,0,2012-03-01,2466.68,98.51
870703,0,1994-02-01,1,1055,0.422,15,5153.84,5153.84,4400,753.84,0,0,2014-08-01,291.27,753.84
871479,0,2002-02-01,1,7201,0.474,21,8305.65,8305.65,7000,1305.65,0,0,2014-02-01,1798.23,1305.65
872798,0,1995-09-01,1,12926,0.488,38,16259.39,16259.39,13600,2659.39,0,0,2014-09-01,453.27,2659.39
878232,0,2000-04-01,1,17539,0.873,22,25737.96,25737.96,21400,4337.96,0,0,2013-06-01,10877.43,4337.96
878820,0,1997-03-01,1,24863,0.717,32,26902.39,26895.13,18000,8902.39,0,0,2014-11-01,9299.96,8902.39
879160,0,1998-11-01,1,39621,0.82,29,5728.68,5324.16,2340,3388.33,0,0,2012-09-01,477.98,3388.33
879508,0,2001-10-01,1,17788,0.757,19,48743.12,48569.04,35000,13743.12,0,0,2013-10-01,26365.06,13743.12
887952,0,1997-04-01,1,4262,0.852,28,2541.53,2541.53,2000,541.53,0,0,2014-10-01,73.1,541.53
889624,0,1997-01-01,1,4763,0.953,14,2483.57,2483.57,2000,483.57,0,0,2014-10-01,72.34,483.57
890209,0,1998-10-01,1,15521,0.462,25,16180.42,16180.42,13300,2880.42,0,0,2012-12-01,11612.38,2880.42
891228,0,1998-12-01,1,26380,0.636,32,21658.01,21658.01,15000,6658.01,0,0,2014-06-01,9289.24,6658.01
892225,0,2002-10-01,1,869,0.579,14,11111.57,11111.57,10000,1111.57,0,0,2012-11-01,7128.31,1111.57
892658,0,1999-03-01,1,4992,0.998,18,10022.55,10022.55,8000,2022.55,0,0,2013-11-01,1160.78,2022.55
894086,0,1993-11-01,1,7114,0.719,41,20014.12,19978.38,14000,6014.12,0,0,2015-03-01,6180.94,6014.12
906804,0,1984-05-01,1,20782,0.66,35,6364.68,6364.68,6000,364.68,0,0,2012-04-01,5533.3,364.68
913851,0,2000-12-01,1,13415,0.607,41,52945,52907.18,35000,17945,0,0,2015-10-01,11512.11,17945
942739,0,1998-04-01,1,11887,0.445,17,12761.05,12761.05,11000,1761.05,0,0,2014-11-01,361.86,1761.05
949951,0,1984-05-01,1,14250,0.297,37,7000.23,7000.23,6000,1000.23,0,0,2014-04-01,1348.35,1000.23
966534,0,2001-08-01,1,4039,0.525,26,18288.73,18288.73,15000,3288.73,0,0,2014-07-01,2033.22,3288.73
967351,0,1997-10-01,1,123915,0.845,40,25583.23,25583.23,18750,6833.23,0,0,2014-05-01,11534.66,6833.23
971578,0,1970-10-01,1,26676,0.331,53,32020.06,32020.06,20000,12020.06,0,0,2015-06-01,8243.39,12020.06
976084,0,1990-04-01,1,111638,0.822,17,8116.11,8087.53,7100,1016.11,0,0,2014-10-01,230.82,1016.11
976629,0,1990-11-01,1,41170,0.5,48,23752.44,23752.44,19075,4677.44,0,0,2014-01-01,12788.74,4677.44
976747,0,1998-10-01,1,4218,0.335,21,5149.34,5149.34,2834,2314.96,0,0,2012-12-01,368.08,2314.96
976866,0,1994-09-01,1,1839,0.681,30,4885.92,4885.92,4000,885.92,0,0,2014-10-01,146.08,885.92
977518,0,1981-04-01,1,13727,0.348,49,46900.29,46900.29,35000,11900.29,0,0,2015-04-01,13901.64,11900.29
978177,0,2003-06-01,1,9787,0.277,22,18804.45,18804.45,16200,2604.45,0,0,2013-02-01,10426.19,2604.45
978391,0,2001-11-01,1,3198,0.32,36,12076.51,12076.51,8000,4076.51,0,0,2015-11-01,2072.99,4076.51
979899,0,1994-01-01,1,13294,0.901,37,18095.4,18095.4,14475,3620.4,0,0,2014-07-01,2006.21,3620.4
979926,0,1990-03-01,1,6846,0.57,22,16207.75,16207.75,12000,4207.75,0,0,2014-12-01,5727.19,4207.75
980513,0,1984-05-01,1,8313,0.261,32,9947.96,9947.96,9000,947.96,0,0,2014-11-01,291.54,947.96
985801,0,1992-04-01,1,10043,0.697,24,14280.53,14280.53,11500,2780.53,0,0,2014-10-01,404.95,2780.53
985932,0,2000-11-01,1,10712,0.788,27,2435.4,2435.4,1733,702.29,0,0,2012-10-01,203.59,702.29
986898,0,1995-11-01,1,5416,0.713,14,10119.53,10119.53,8000,2119.53,0,0,2014-10-01,294.63,2119.53
987122,0,1997-11-01,1,13544,0.836,20,31770.34,31770.34,25000,6770.34,0,0,2014-10-01,895.8,6770.34
989476,0,1995-07-01,1,97693,0.373,29,12877.11,12877.11,11650,1227.11,0,0,2014-11-01,371.42,1227.11
990374,0,1999-08-01,1,11033,0.48,22,50192.29,50192.29,32000,18192.29,0,0,2016-02-01,7881.79,18192.29
991723,0,2004-04-01,1,17048,0.58,16,9139.68,9139.68,8000,1139.68,0,0,2012-12-01,5806.63,1139.68
